URL,Total URL length,netloc length,Query Length,count digits,count reserved char,has https,Country Code TLD,Generic TLD,is shortened TLD,has Port,has username,has fragments,num queries (count =),URL encoding,Path length,Path depth,Path digit counts,Path special character count,Page title,mimeType,status,redirected,ranking,country,server,tlsIssuer,tlsValidDays,numRequest,num Links,num Cookies,num Console Msg,urlscan Score,urlscan category,JS_count_link,JS_count_eval,JS_count_exec,JS_count_unescape,JS_count_search,JS_count_find,JS_count_escape,JS_presence_iframe,presence_window.open,label
http://133881qjghm0.fastfiles.co/ae/Yi5hYnJhaGFtQGNvbXBhbnl3cmVuY2guY29t,65,25,0,7,2,0,Colombia,Country,0,0,0,0,0,0,40,2,5,2,Login with companywrench.com,text/html,200.0,off-domain,,,cloudflare,E1,89.0,13.0,0.0,2.0,1.0,100.0,['phishing'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
http://coinbaseusaprlogin.godaddysites.com/,36,35,0,0,2,0,Global,Commercial,0,0,0,0,0,0,1,0,0,1,Coinbase Pro | Digital Asset Exchange,text/html,200.0,https-only,,US,DPS/2.0.0+sha-a11bcf8,Go Daddy Secure Certificate Authority - G2,397.0,30.0,0.0,1.0,2.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
http://manta3.pages.dev/,17,16,0,1,2,0,Global,Unknown,0,0,0,0,0,0,1,0,0,1,Manta Network | The Modular Blockchain for ZK Applications,text/html,200.0,https-only,,US,cloudflare,GTS CA 1P5,89.0,117.0,33.0,1.0,3.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
http://usps.wusbjeyifl.top/,20,19,0,0,2,0,Global,Unknown,0,0,0,0,0,0,1,0,0,1,USPS - Linkfly ,text/html,200.0,https-only,,HK,nginx,R3,89.0,17.0,8.0,1.0,0.0,100.0,['phishing'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
http://begenburda.blogspot.si/,23,22,0,0,2,0,Slovenia,Country,0,0,0,0,0,0,1,0,0,1,Facebook,text/html,200.0,off-domain,,DE,GSE,GTS CA 1C3,83.0,26.0,9.0,3.0,27.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
http://all-protect88176.pages.dev/,27,26,0,5,3,0,Global,Unknown,0,0,0,0,0,0,1,0,0,1,Retrictions Information,text/html,200.0,https-only,,US,cloudflare,GTS CA 1P5,89.0,23.0,30.0,0.0,40.0,100.0,['phishing'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
https://metwamahsk.azurewebsites.net/,29,28,0,0,2,1,Global,Network,0,0,0,0,0,0,1,0,0,1,Metamask Wallet,text/html,200.0,,,US,nginx/1.24.0,Microsoft Azure RSA TLS Issuing CA 08,360.0,44.0,0.0,3.0,0.0,100.0,['phishing'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
http://fnd-inc.com/wp-includes/certificates/centor-idimoas-UNH-400x39.htm,66,11,0,0,2,0,Global,Commercial,0,0,0,0,0,0,55,3,5,8,Navy Federal Credit Union - Our Members are the Mission®,text/html,200.0,https-only,,CN,nginx,R3,89.0,21.0,13.0,0.0,8.0,100.0,['phishing'],0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
http://att-100218.weeblysite.com/,26,25,0,6,3,0,Global,Commercial,0,0,0,0,0,0,1,0,0,1,Home | att,text/html,200.0,https-only,,US,cloudflare,Cloudflare Inc ECC CA-3,364.0,80.0,3.0,10.0,8.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
http://tokenpocket-tpoem.com/,22,21,0,0,2,0,Global,Commercial,0,0,0,0,0,0,1,0,0,1,"TokenPocket - 你的通用数字钱包 | TP钱包-ETH钱包-BTC钱包-BSC钱包-HECO钱包-OKExChain钱包-Polkadot钱包-Kusama 钱包-DeFi钱包-Layer
			2钱包-EOS钱包-TRX钱包",text/html,200.0,https-only,,US,nginx,R3,89.0,62.0,27.0,0.0,1.0,100.0,['phishing'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
