Total URL length,netloc length,Query Length,count digits,count reserved char,has https,Country Code TLD,is shortened TLD,has Port,has username,has fragments,num queries (count =),URL encoding,Path length,Path depth,Path digit counts,Path special character count,Page title,mimeType,status,redirected,ranking,country,tlsValidDays,numRequest,num Links,num Cookies,num Console Msg,label,exe_or_php
0.008021390374331552,0.07142857142857142,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.0,43464221,0.0083008300830083,0.07368421052631578,0.0004958384983176908,0.014388489208633094,0.000999000999000999,0,0
0.009358288770053475,0.08333333333333331,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,6.600019800059401e-05,43464221,0.0083008300830083,0.3242105263157895,0.0003895873915353285,0.02877697841726619,0.006993006993006993,0,0
0.010695187165775399,0.09523809523809523,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.000572001716005148,43464221,0.018201820182018203,0.13052631578947366,0.0003895873915353285,0.05035971223021583,0.002997002997002997,0,0
0.012032085561497326,0.10714285714285715,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.00033900101700305095,22950699,0.036003600360036005,0.17052631578947366,0.0011687621746059855,0.10791366906474821,0.002997002997002997,0,0
0.012032085561497326,0.10714285714285715,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.01039003117009351,43464221,0.036403640364036406,0.01263157894736842,0.012254294315565788,0.04316546762589928,0.0,0,0
0.012032085561497326,0.10714285714285715,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,0,0.030100090300270898,43464221,0.039603960396039604,0.0968421052631579,0.0007083407118824154,0.014388489208633094,0.0,0,0
0.0160427807486631,0.14285714285714285,0.0,0.0,0.1,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.004427013281039843,43464221,0.036403640364036406,0.0863157894736842,0.0037896228085709228,0.04316546762589928,0.0,0,0
0.014705882352941176,0.13095238095238093,0.0,0.0,0.1,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,3.5000105000315e-05,43464221,0.0083008300830083,0.14526315789473682,0.0002833362847529662,0.05755395683453238,0.0,0,0
0.012032085561497326,0.10714285714285715,0.0,0.0,0.0,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.003626010878032634,43464221,0.0373037303730373,0.4736842105263158,0.00010625110678236233,0.03597122302158273,0.001998001998001998,0,0
0.014705882352941176,0.13095238095238093,0.0,0.0,0.1,1,23246278,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1,0.01333804001412004,22950699,0.0083008300830083,0.04842105263157895,0.0001416681423764831,0.02877697841726619,0.0,0,0
